MEGR3241_GPS_Logger_McLaren_Atlas_Compatible
time,GPSmph,GPStrack,GPSlat,GPSlong,GPSalt,GPSsats
23:27:30.803,nan,nan,0.0,0.0,nan,sats
23:27:30.848,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:30.949,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:30.950,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.048,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.150,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.248,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.349,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.397,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.448,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.550,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.647,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.750,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.793,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.848,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:31.950,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.048,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.149,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.193,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.249,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.351,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.447,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.550,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.597,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.649,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.751,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.850,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.949,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:32.997,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.047,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.151,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.248,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.350,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.393,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.448,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.551,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.650,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.751,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.793,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.851,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:33.953,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.049,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.152,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.197,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.250,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.351,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.449,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.553,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.597,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.652,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.754,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.850,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.952,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:34.993,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.053,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.152,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.250,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.352,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.393,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.451,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.553,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.650,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.749,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.797,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.848,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:35.952,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:36.051,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:36.153,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:36.201,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
23:27:36.250,1.120236,30.1579,35.3161538,-80.7197343,228.316,sats
